## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_50_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_50_gc_summary.txt INPUT=BACW_50.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_50_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 14:32:29 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	133402	224	14	0.017952	0.001199			
All Reads	ALL	1	96778	235	15	0.025961	0.001694			
All Reads	ALL	2	112145	327	15	0.031175	0.001724			
All Reads	ALL	3	142995	471	14	0.035215	0.001623			
All Reads	ALL	4	154320	597	14	0.04136	0.001693			
All Reads	ALL	5	157807	757	13	0.051286	0.001864			
All Reads	ALL	6	178809	997	13	0.059613	0.001888			
All Reads	ALL	7	192237	1325	12	0.07369	0.002024			
All Reads	ALL	8	219150	1681	12	0.082008	0.002			
All Reads	ALL	9	247666	2318	12	0.100064	0.002078			
All Reads	ALL	10	291586	3302	11	0.121072	0.002107			
All Reads	ALL	11	356793	4530	11	0.135742	0.002017			
All Reads	ALL	12	465979	6611	11	0.151682	0.001866			
All Reads	ALL	13	615239	10015	11	0.174036	0.001739			
All Reads	ALL	14	873141	15503	10	0.189829	0.001525			
All Reads	ALL	15	1285786	25413	10	0.21131	0.001326			
All Reads	ALL	16	1924728	41603	10	0.231093	0.001133			
All Reads	ALL	17	2891023	68111	10	0.251882	0.000965			
All Reads	ALL	18	4335741	110844	10	0.273326	0.000821			
All Reads	ALL	19	6401990	180324	9	0.301141	0.000709			
All Reads	ALL	20	9247196	284989	9	0.329496	0.000617			
All Reads	ALL	21	13006685	441352	9	0.362786	0.000546			
All Reads	ALL	22	17758784	664740	9	0.400194	0.000491			
All Reads	ALL	23	23572432	971796	9	0.44076	0.000447			
All Reads	ALL	24	30422731	1374243	9	0.482944	0.000412			
All Reads	ALL	25	38148940	1876990	9	0.526031	0.000384			
All Reads	ALL	26	46458566	2475079	9	0.56958	0.000362			
All Reads	ALL	27	55140542	3154205	8	0.611576	0.000344			
All Reads	ALL	28	63902550	3902250	8	0.652873	0.00033			
All Reads	ALL	29	72441993	4683882	8	0.691269	0.000319			
All Reads	ALL	30	80581156	5488290	8	0.728174	0.000311			
All Reads	ALL	31	88164984	6283881	8	0.762015	0.000304			
All Reads	ALL	32	95038247	7064534	8	0.794725	0.000299			
All Reads	ALL	33	101107447	7807653	8	0.825599	0.000295			
All Reads	ALL	34	106387106	8482556	8	0.852451	0.000293			
All Reads	ALL	35	110786537	9102879	8	0.878463	0.000291			
All Reads	ALL	36	114265477	9622988	7	0.900382	0.00029			
All Reads	ALL	37	116110601	9998978	7	0.920695	0.000291			
All Reads	ALL	38	115907234	10225490	7	0.943203	0.000295			
All Reads	ALL	39	113900160	10283232	7	0.965244	0.000301			
All Reads	ALL	40	110364340	10185705	7	0.98672	0.000309			
All Reads	ALL	41	105407746	9998959	7	1.014178	0.000321			
All Reads	ALL	42	99544188	9751853	7	1.047377	0.000335			
All Reads	ALL	43	93500811	9503229	7	1.086645	0.000352			
All Reads	ALL	44	88088657	9277624	7	1.126026	0.00037			
All Reads	ALL	45	83720724	9115409	7	1.164059	0.000386			
All Reads	ALL	46	80351717	9003573	6	1.197985	0.000399			
All Reads	ALL	47	77655538	8917540	6	1.227734	0.000411			
All Reads	ALL	48	74952441	8782776	6	1.252789	0.000423			
All Reads	ALL	49	71661283	8537985	6	1.273804	0.000436			
All Reads	ALL	50	67505559	8148735	6	1.290573	0.000452			
All Reads	ALL	51	62660114	7652556	6	1.305711	0.000472			
All Reads	ALL	52	57645953	7094206	6	1.31573	0.000494			
All Reads	ALL	53	52963590	6560587	6	1.324333	0.000517			
All Reads	ALL	54	48793587	6070871	6	1.33021	0.00054			
All Reads	ALL	55	45115286	5630527	6	1.334311	0.000562			
All Reads	ALL	56	41569878	5208591	6	1.339594	0.000587			
All Reads	ALL	57	37799155	4757939	6	1.345763	0.000617			
All Reads	ALL	58	33644269	4257793	6	1.353023	0.000656			
All Reads	ALL	59	29144419	3723498	6	1.365927	0.000708			
All Reads	ALL	60	24632876	3179276	6	1.379891	0.000774			
All Reads	ALL	61	20468515	2674900	5	1.397182	0.000854			
All Reads	ALL	62	16914610	2231495	5	1.410476	0.000944			
All Reads	ALL	63	13979884	1856083	5	1.419468	0.001042			
All Reads	ALL	64	11560263	1533594	5	1.418321	0.001145			
All Reads	ALL	65	9542060	1261494	5	1.413432	0.001258			
All Reads	ALL	66	7868349	1028567	5	1.397593	0.001378			
All Reads	ALL	67	6396960	827782	5	1.383484	0.001521			
All Reads	ALL	68	5119562	654838	5	1.367517	0.00169			
All Reads	ALL	69	4099097	514213	5	1.341179	0.00187			
All Reads	ALL	70	3289710	399508	5	1.298374	0.002054			
All Reads	ALL	71	2634439	308182	5	1.250694	0.002253			
All Reads	ALL	72	2131665	238844	5	1.197918	0.002451			
All Reads	ALL	73	1739975	186826	5	1.147958	0.002656			
All Reads	ALL	74	1435643	147335	5	1.097214	0.002859			
All Reads	ALL	75	1208249	118801	4	1.051224	0.00305			
All Reads	ALL	76	1041500	98626	4	1.012428	0.003224			
All Reads	ALL	77	916351	81621	4	0.952296	0.003333			
All Reads	ALL	78	815285	68397	4	0.896932	0.00343			
All Reads	ALL	79	711558	56912	4	0.855117	0.003584			
All Reads	ALL	80	606682	46689	4	0.822783	0.003808			
All Reads	ALL	81	510586	37356	4	0.78221	0.004047			
All Reads	ALL	82	428988	29695	4	0.740065	0.004295			
All Reads	ALL	83	353096	23047	4	0.697836	0.004597			
All Reads	ALL	84	276529	17039	4	0.658772	0.005047			
All Reads	ALL	85	200966	12025	4	0.639726	0.005834			
All Reads	ALL	86	134371	8563	4	0.681322	0.007363			
All Reads	ALL	87	88139	5580	3	0.676859	0.009061			
All Reads	ALL	88	60841	3638	3	0.63929	0.010599			
All Reads	ALL	89	39439	2367	3	0.641659	0.013189			
All Reads	ALL	90	25739	1434	3	0.595647	0.015729			
All Reads	ALL	91	16593	793	3	0.510952	0.018144			
All Reads	ALL	92	9922	431	3	0.464419	0.02237			
